ts,Temperature,Humidity
1624925700,23.0,31.4
1624925640,23.1,35.1
1624925580,22.4,34.5
1624925520,22.4,33.5
1624925460,22.6,32.5
1624925400,22.7,31.4
1624925340,23.5,31.8
1624925280,23.4,32.2
1624925220,23.3,35.3
1624925160,22.7,33.4
1624925100,22.8,32.2
1624925040,22.8,31.4
1624924980,23.4,32.4
1624924920,23.4,31.7
1624924860,23.5,30.6
1624924800,23.0,32.3
1625011140,23.1,30.6
1625011080,23.6,32.8
1625011020,23.5,31.2
1625010960,23.4,32.9
1625010900,22.7,30.8
1625010840,22.9,30.9
1625010780,23.2,31.1
1625010720,23.2,33.1
1625010660,23.3,31.7
1625010600,22.7,31.9
1625010540,23.0,30.9
1625010480,22.8,31.1
1625010420,23.0,30.7
1625010360,23.4,32.4
1625010300,22.7,31.8
1625010240,23.0,32.6
1625010180,23.3,33.5
1625010120,22.7,33.3
1625010060,22.9,31.8
1625010000,23.4,29.2
1625009940,23.7,30.3
1625009880,23.5,31.7
1625009820,23.5,32.9
1625009760,23.6,30.8
1625009700,22.9,31.1
1625009640,23.6,31.2
1625009580,23.5,31.5
1625009520,23.0,30.8
1625009460,23.8,31.1
1625009400,23.8,30.5
1625009340,23.7,31.3
1625009280,23.6,29.8
1625009220,23.5,31.9
1625009160,23.5,31.9
1625009100,23.4,33.7
1625009040,22.7,35.2
1625008980,23.3,38.9
1625008920,22.6,33.5
1625008860,23.0,34.1
1625008800,22.5,34.2
1625008740,22.5,32.2
1625008680,22.7,32.0
1625008620,23.1,34.5
1625008560,22.7,33.9
1625008500,22.5,33.3
1625008440,22.6,33.0
1625008380,22.8,34.0
1625008320,22.8,34.0
1625008260,22.4,34.1
1625008200,22.3,34.5
1625008140,22.3,33.9
1625008080,22.3,33.7
1625008020,22.4,34.6
1625007960,22.4,34.6
1625007900,22.4,34.0
1625007840,22.4,33.9
1625007780,22.4,33.5
1625007720,22.4,34.4
1625007660,22.4,35.1
1625007600,22.4,35.0
1625007540,22.5,35.3
1625007480,22.5,34.8
1625007420,22.5,33.9
1625007360,22.5,34.0
1625007300,22.6,34.0
1625007240,22.6,34.0
1625007180,22.6,33.6
1625007120,22.7,32.3
1625007060,22.7,32.9
1625007000,22.8,32.8
1625006940,22.9,32.6
1625006880,23.0,32.9
1625006820,23.3,32.3
1625006760,23.4,32.0
1625006700,23.7,30.1
1625006640,24.0,28.7
1625006580,25.0,29.6
1625006520,25.3,28.6
1625006460,25.4,29.0
1625006400,25.5,32.4
1625006340,25.6,40.7
1625006280,26.0,49.7
1625006220,26.0,51.8
1625006160,25.9,52.8
1625006100,25.7,51.9
1625006040,25.8,51.6
1625005980,25.5,48.1
1625005920,25.4,42.4
1625005860,25.0,38.0
1625005800,25.4,45.3
1625005740,25.3,46.4
1625005680,25.1,46.4
1625005620,25.0,47.3
1625005560,25.0,46.8
1625005500,24.9,43.3
1625005440,24.9,31.2
1625005380,24.5,32.4
1625005320,24.5,33.5
1625005260,24.2,37.9
1625005200,23.9,40.0
1625005140,23.5,30.6
1625005080,23.4,30.8
1625005020,23.4,31.9
1625004960,23.4,31.7
1625004900,23.2,30.7
1625004840,23.3,32.8
1625004780,23.1,34.6
1625004720,22.6,32.8
1625004660,23.0,34.6
1625004600,22.5,32.8
1625004540,22.5,32.0
1625004480,22.5,32.5
1625004420,22.7,32.4
1625004360,22.6,33.4
1625004300,22.8,32.9
1625004240,23.3,31.9
1625004180,23.2,32.5
1625004120,22.7,31.1
1625004060,22.7,30.8
1625004000,22.8,31.1
1625003940,22.8,33.1
1625003880,22.6,34.5
1625003820,22.5,33.5
1625003760,23.0,33.3
1625003700,22.4,34.1
1625003640,22.4,32.3
1625003580,22.4,32.2
1625003520,22.4,32.8
1625003460,22.5,34.0
1625003400,22.4,34.2
1625003340,22.4,34.6
1625003280,22.4,34.0
1625003220,22.5,33.9
1625003160,22.4,33.9
1625003100,22.4,34.2
1625003040,22.4,33.5
1625002980,22.4,33.3
1625002920,22.4,33.1
1625002860,22.4,34.0
1625002800,22.4,33.9
1625002740,22.4,34.4
1625002680,22.4,33.3
1625002620,22.4,34.1
1625002560,22.4,33.7
1625002500,22.4,33.9
1625002440,22.4,33.0
1625002380,22.4,33.7
1625002320,22.5,33.3
1625002260,22.4,33.5
1625002200,22.4,33.4
1625002140,22.4,32.3
1625002080,22.4,32.6
1625002020,22.4,32.4
1625001960,22.4,32.8
1625001900,22.4,33.1
1625001840,22.4,34.1
1625001780,22.4,34.0
1625001720,22.4,34.1
1625001660,22.4,33.9
1625001600,22.5,33.4
1625001540,22.5,32.5
1625001480,22.4,32.9
1625001420,22.5,33.1
1625001360,22.4,33.6
1625001300,22.4,33.1
1625001240,22.5,33.1
1625001180,22.4,33.4
1625001120,22.4,33.7
1625001060,22.5,33.6
1625001000,22.5,33.0
1625000940,22.4,31.7
1625000880,22.5,32.6
1625000820,22.5,32.6
1625000760,22.4,33.1
1625000700,22.4,32.6
1625000640,22.4,33.0
1625000580,22.4,32.9
1625000520,22.4,32.6
1625000460,22.4,33.5
1625000400,22.4,31.9
1625000340,22.4,31.4
1625000280,22.4,31.3
1625000220,22.4,30.8
1625000160,22.4,30.9
1625000100,22.4,31.3
1625000040,22.4,30.9
1624999980,22.4,31.4
1624999920,22.5,31.8
1624999860,22.4,31.8
1624999800,22.5,31.5
1624999740,22.5,32.3
1624999680,22.4,31.4
1624999620,22.4,31.4
1624999560,22.5,30.9
1624999500,22.5,31.1
1624999440,22.4,31.9
1624999380,22.5,32.5
1624999320,22.5,33.0
1624999260,22.5,32.9
1624999200,22.5,33.3
1624999140,22.4,32.9
1624999080,22.4,32.5
1624999020,22.5,31.2
1624998960,22.4,30.9
1624998900,22.5,31.4
1624998840,22.5,31.5
1624998780,22.4,30.5
1624998720,22.5,30.3
1624998660,22.4,31.1
1624998600,22.5,30.6
1624998540,22.5,30.6
1624998480,22.5,30.8
1624998420,22.5,31.8
1624998360,22.5,31.5
1624998300,22.5,31.7
1624998240,22.5,31.9
1624998180,22.5,32.2
1624998120,22.6,32.2
1624998060,22.5,32.4
1624998000,22.5,31.9
1624997940,22.6,33.1
1624997880,22.5,32.5
1624997820,22.6,31.7
1624997760,22.6,31.7
1624997700,22.5,31.4
1624997640,22.6,32.2
1624997580,22.5,32.2
1624997520,22.6,32.5
1624997460,22.6,33.5
1624997400,22.6,32.9
1624997340,22.6,32.8
1624997280,22.5,32.4
1624997220,22.5,32.5
1624997160,22.6,32.9
1624997100,22.6,33.5
1624997040,22.5,31.8
1624996980,22.5,32.3
1624996920,22.5,32.2
1624996860,22.6,32.8
1624996800,22.5,32.5
1624996740,22.5,33.5
1624996680,22.5,32.8
1624996620,22.4,31.5
1624996560,22.5,31.3
1624996500,22.5,32.2
1624996440,22.5,32.6
1624996380,22.5,32.9
1624996320,22.5,33.1
1624996260,22.5,31.7
1624996200,22.5,32.0
1624996140,22.4,31.9
1624996080,22.5,31.9
1624996020,22.5,31.7
1624995960,22.6,33.1
1624995900,22.5,33.7
1624995840,22.5,34.1
1624995780,22.5,33.1
1624995720,22.5,33.1
1624995660,22.5,34.2
1624995600,22.5,33.0
1624995540,22.5,32.8
1624995480,22.6,32.0
1624995420,22.6,32.6
1624995360,22.5,32.4
1624995300,22.5,32.5
1624995240,22.6,33.4
1624995180,22.5,34.5
1624995120,22.5,32.9
1624995060,22.5,33.0
1624995000,22.4,32.8
1624994940,22.5,32.9
1624994880,22.5,33.4
1624994820,22.5,32.8
1624994760,22.5,33.3
1624994700,22.5,33.1
1624994640,22.5,33.5
1624994580,22.6,32.9
1624994520,22.6,33.3
1624994460,22.5,32.8
1624994400,22.5,33.7
1624994340,22.5,33.1
1624994280,22.6,33.4
1624994220,22.6,34.0
1624994160,22.6,33.4
1624994100,22.7,32.8
1624994040,22.7,34.1
1624993980,22.8,32.6
1624993920,22.8,30.3
1624993860,22.9,30.5
1624993800,23.0,31.3
1624993740,23.2,31.4
1624993680,23.4,30.7
1624993620,24.3,32.0
1624993560,24.3,30.9
1624993500,24.3,30.7
1624993440,24.3,30.3
1624993380,24.3,32.0
1624993320,24.3,33.1
1624993260,24.3,32.8
1624993200,24.3,32.6
1624993140,24.2,32.3
1624993080,24.3,30.0
1624993020,24.3,29.8
1624992960,24.3,30.1
1624992900,24.2,30.0
1624992840,24.3,30.2
1624992780,24.3,30.7
1624992720,24.3,30.6
1624992660,24.3,30.2
1624992600,24.4,32.3
1624992540,24.3,31.4
1624992480,24.5,33.6
1624992420,24.4,33.0
1624992360,24.3,32.5
1624992300,24.3,31.9
1624992240,24.3,30.6
1624992180,24.3,32.3
1624992120,24.3,32.6
1624992060,24.3,32.9
1624992000,24.3,32.3
1624991940,24.3,31.4
1624991880,24.2,31.8
1624991820,24.2,30.2
1624991760,24.2,30.8
1624991700,24.2,31.2
1624991640,24.2,31.7
1624991580,24.1,31.3
1624991520,24.0,31.9
1624991460,24.0,30.2
1624991400,23.9,32.9
1624991340,23.3,31.3
1624991280,23.4,31.4
1624991220,23.2,32.9
1624991160,23.5,32.3
1624991100,23.2,31.3
1624991040,23.8,32.5
1624990980,23.6,33.4
1624990920,23.5,36.2
1624990860,23.2,35.1
1624990800,22.8,34.1
1624990740,22.8,33.0
1624990680,22.7,32.5
1624990620,22.8,32.5
1624990560,22.8,32.9
1624990500,22.8,33.5
1624990440,22.8,34.4
1624990380,22.8,35.3
1624990320,22.7,35.6
1624990260,22.8,34.8
1624990200,22.8,35.1
1624990140,22.8,34.7
1624990080,22.8,34.6
1624990020,22.8,34.1
1624989960,22.8,34.2
1624989900,22.8,33.9
1624989840,22.8,35.0
1624989780,22.8,33.9
1624989720,22.8,33.9
1624989660,22.8,35.0
1624989600,22.8,34.7
1624989540,22.9,34.7
1624989480,22.8,34.5
1624989420,22.8,34.8
1624989360,22.8,34.8
1624989300,22.9,34.5
1624989240,22.9,34.6
1624989180,22.9,35.1
1624989120,23.4,37.8
1624989060,22.8,35.1
1624989000,22.8,35.2
1624988940,22.8,34.1
1624988880,22.8,35.1
1624988820,22.8,35.0
1624988760,22.8,35.7
1624988700,22.9,35.5
1624988640,22.9,33.6
1624988580,22.9,35.0
1624988520,23.0,33.9
1624988460,23.0,32.4
1624988400,23.1,33.1
1624988340,23.8,33.6
1624988280,23.3,32.9
1624988220,23.4,32.5
1624988160,23.7,31.9
1624988100,24.6,35.5
1624988040,24.6,35.7
1624987980,24.5,35.3
1624987920,24.5,35.2
1624987860,24.6,35.5
1624987800,24.5,35.2
1624987740,24.6,35.5
1624987680,24.6,36.7
1624987620,24.6,36.4
1624987560,24.5,35.6
1624987500,24.5,35.2
1624987440,24.6,34.5
1624987380,24.6,37.5
1624987320,24.6,35.9
1624987260,24.6,36.4
1624987200,24.5,36.4
1624987140,24.4,35.7
1624987080,24.4,35.8
1624987020,24.4,36.6
1624986960,24.4,37.5
1624986900,24.4,36.9
1624986840,24.3,35.9
1624986780,24.2,37.2
1624986720,24.2,37.4
1624986660,24.0,35.7
1624986600,24.0,36.7
1624986540,23.9,35.7
1624986480,23.1,33.6
1624986420,23.2,34.7
1624986360,23.4,32.9
1624986300,23.3,34.2
1624986240,23.0,34.6
1624986180,23.3,32.4
1624986120,23.8,34.2
1624986060,23.5,33.3
1624986000,23.7,32.3
1624985940,23.5,32.8
1624985880,23.6,33.3
1624985820,24.1,38.3
1624985760,23.9,38.6
1624985700,23.6,35.9
1624985640,23.2,34.6
1624985580,23.3,36.6
1624985520,23.2,34.4
1624985460,23.2,33.5
1624985400,23.5,33.7
1624985340,23.4,33.7
1624985280,23.8,35.0
1624985220,23.6,33.9
1624985160,23.4,32.9
1624985100,23.6,33.7
1624985040,23.4,34.1
1624984980,23.3,34.7
1624984920,23.2,35.1
1624984860,23.8,34.2
1624984800,24.0,37.6
1624984740,24.0,32.8
1624984680,23.8,36.8
1624984620,23.3,33.5
1624984560,23.8,36.7
1624984500,23.6,37.2
1624984440,23.0,33.4
1624984380,22.8,34.7
1624984320,22.9,34.7
1624984260,23.0,33.4
1624984200,23.1,33.9
1624984140,23.2,33.4
1624984080,23.3,34.6
1624984020,23.0,34.6
1624983960,23.1,34.2
1624983900,23.0,32.6
1624983840,22.9,34.0
1624983780,23.5,34.6
1624983720,23.3,35.2
1624983660,23.6,35.9
1624983600,23.5,35.1
1624983540,23.3,34.5
1624983480,23.0,34.6
1624983420,22.8,35.7
1624983360,22.8,35.5
1624983300,22.9,33.3
1624983240,23.0,33.4
1624983180,23.1,33.6
1624983120,23.3,35.1
1624983060,23.7,35.1
1624983000,23.9,36.7
1624982940,23.8,36.9
1624982880,23.6,34.2
1624982820,23.1,33.4
1624982760,23.4,33.6
1624982700,23.8,37.0
1624982640,23.5,33.3
1624982580,23.1,31.7
1624982520,23.1,34.0
1624982460,23.2,32.9
1624982400,23.3,32.6
1624982340,23.5,32.5
1624982280,23.4,32.5
1624982220,23.3,32.3
1624982160,24.2,34.5
1624982100,24.2,32.8
1624982040,24.2,34.8
1624981980,24.1,35.1
1624981920,24.0,36.2
1624981860,23.7,33.9
1624981800,23.5,32.6
1624981740,23.7,34.2
1624981680,24.1,37.0
1624981620,23.6,33.0
1624981560,23.9,33.9
1624981500,24.4,34.0
1624981440,24.4,32.9
1624981380,24.4,33.7
1624981320,24.3,35.2
1624981260,24.1,36.1
1624981200,24.5,36.2
1624981140,24.5,43.6
1624981080,24.4,46.3
1624981020,24.4,48.0
1624980960,24.0,39.2
1624980900,23.7,36.7
1624980840,23.5,37.2
1624980780,23.2,35.2
1624980720,22.9,34.5
1624980660,22.8,34.5
1624980600,22.8,35.2
1624980540,22.9,33.9
1624980480,23.0,33.5
1624980420,23.1,33.1
1624980360,23.4,33.1
1624980300,23.6,31.7
1624980240,24.2,32.9
1624980180,24.3,34.8
1624980120,24.3,34.0
1624980060,24.3,32.5
1624980000,24.3,31.1
1624979940,24.3,32.6
1624979880,24.4,34.2
1624979820,24.3,34.2
1624979760,24.3,36.3
1624979700,24.2,33.4
1624979640,24.2,31.8
1624979580,24.2,34.2
1624979520,24.2,33.7
1624979460,24.2,34.1
1624979400,24.1,33.0
1624979340,24.0,34.1
1624979280,23.9,33.6
1624979220,24.0,35.8
1624979160,23.7,35.6
1624979100,23.6,35.0
1624979040,23.0,33.6
1624978980,23.5,35.1
1624978920,23.6,35.6
1624978860,23.6,37.0
1624978800,23.0,34.8
1624978740,23.5,34.2
1624978680,23.1,34.2
1624978620,23.4,33.7
1624978560,23.9,37.5
1624978500,23.8,39.2
1624978440,23.7,39.6
1624978380,23.2,35.2
1624978320,22.8,34.6
1624978260,23.0,34.5
1624978200,23.2,34.0
1624978140,23.5,33.6
1624978080,23.8,37.6
1624978020,23.7,36.6
1624977960,23.5,37.0
1624977900,22.8,34.7
1624977840,22.9,35.5
1624977780,23.0,33.9
1624977720,23.1,34.1
1624977660,23.1,34.6
1624977600,23.5,36.6
1624977540,23.0,36.1
1624977480,23.8,37.6
1624977420,23.6,35.0
1624977360,23.7,35.6
1624977300,23.7,35.5
1624977240,23.8,35.3
1624977180,23.5,34.5
1624977120,23.1,34.2
1624977060,23.7,37.4
1624977000,23.3,41.7
1624976940,23.9,38.6
1624976880,23.9,36.6
1624976820,23.8,35.7
1624976760,23.7,36.9
1624976700,23.6,33.9
1624976640,23.0,33.4
1624976580,23.2,33.0
1624976520,23.8,33.1
1624976460,24.1,36.9
1624976400,24.0,37.3
1624976340,23.9,36.9
1624976280,23.9,37.8
1624976220,23.2,34.4
1624976160,23.8,37.6
1624976100,23.8,36.9
1624976040,23.1,33.0
1624975980,23.7,33.7
1624975920,23.9,35.0
1624975860,23.3,32.3
1624975800,24.0,35.6
1624975740,23.9,36.9
1624975680,23.8,34.6
1624975620,23.8,34.2
1624975560,23.8,32.6
1624975500,23.6,35.7
1624975440,23.4,34.5
1624975380,23.4,34.6
1624975320,23.5,34.0
1624975260,23.3,32.3
1624975200,23.1,32.3
1624975140,23.5,34.4
1624975080,23.5,36.9
1624975020,22.8,35.7
1624974960,22.8,32.3
1624974900,23.1,30.7
1624974840,23.4,31.3
1624974780,23.4,31.8
1624974720,23.7,34.0
1624974660,23.7,35.3
1624974600,23.6,32.6
1624974540,23.4,33.1
1624974480,23.2,31.5
1624974420,23.7,33.9
1624974360,23.6,32.8
1624974300,23.5,33.9
1624974240,23.4,33.6
1624974180,22.8,33.5
1624974120,22.9,31.7
1624974060,23.0,33.7
1624974000,23.0,34.2
1624973940,22.7,33.6
1624973880,22.4,34.5
1624973820,22.4,34.4
1624973760,22.4,34.8
1624973700,22.4,33.6
1624973640,22.4,33.5
1624973580,22.3,34.4
1624973520,22.3,34.0
1624973460,22.4,34.0
1624973400,22.4,34.7
1624973340,22.5,34.8
1624973280,22.5,34.1
1624973220,22.7,32.8
1624973160,23.2,35.3
1624973100,23.0,33.0
1624973040,22.7,33.0
1624972980,22.8,33.7
1624972920,22.8,32.5
1624972860,22.7,32.8
1624972800,22.7,33.6
1624972740,22.7,32.6
1624972680,23.1,33.0
1624972620,22.8,33.0
1624972560,22.6,33.4
1624972500,22.8,33.1
1624972440,22.8,32.8
1624972380,22.8,33.3
1624972320,23.1,33.6
1624972260,22.9,32.9
1624972200,22.9,32.6
1624972140,23.6,33.9
1624972080,23.5,33.9
1624972020,23.4,34.5
1624971960,23.3,36.1
1624971900,23.0,33.7
1624971840,22.8,33.6
1624971780,22.9,33.9
1624971720,22.6,33.5
1624971660,22.9,33.3
1624971600,23.2,33.5
1624971540,23.0,32.3
1624971480,23.1,32.4
1624971420,23.3,32.5
1624971360,23.3,34.0
1624971300,23.3,35.9
1624971240,23.0,33.7
1624971180,23.1,33.5
1624971120,22.7,33.4
1624971060,23.3,33.4
1624971000,22.7,33.6
1624970940,22.6,33.1
1624970880,22.7,32.2
1624970820,22.7,32.4
1624970760,23.1,34.0
1624970700,23.1,32.8
1624970640,23.1,34.2
1624970580,23.0,33.3
1624970520,22.8,31.7
1624970460,22.7,32.3
1624970400,22.6,32.2
1624970340,22.6,32.0
1624970280,22.9,32.3
1624970220,23.3,31.8
1624970160,23.2,32.8
1624970100,23.3,31.1
1624970040,23.3,30.6
1624969980,23.6,32.8
1624969920,23.5,32.3
1624969860,23.5,33.1
1624969800,23.5,33.7
1624969740,23.4,34.7
1624969680,22.9,32.4
1624969620,22.8,32.3
1624969560,23.0,32.8
1624969500,22.6,32.2
1624969440,22.8,32.2
1624969380,23.3,31.9
1624969320,23.8,32.8
1624969260,23.8,32.6
1624969200,23.8,33.4
1624969140,23.8,33.3
1624969080,23.8,34.0
1624969020,23.8,33.6
1624968960,23.7,35.1
1624968900,23.8,35.2
1624968840,23.7,34.1
1624968780,22.9,31.7
1624968720,23.0,33.1
1624968660,23.0,35.7
1624968600,23.5,40.7
1624968540,23.8,43.4
1624968480,23.8,44.8
1624968420,24.0,52.5
1624968360,22.2,37.5
1624968300,22.1,40.7
1624968240,22.2,43.5
1624968180,22.2,35.9
1624968120,22.1,35.9
1624968060,22.1,35.9
1624968000,22.2,35.3
1624967940,22.2,37.0
1624967880,22.4,36.1
1624967820,22.3,35.0
1624967760,22.3,34.6
1624967700,22.4,34.2
1624967640,22.6,34.0
1624967580,22.8,35.0
1624967520,22.5,32.8
1624967460,22.6,34.4
1624967400,22.9,37.3
1624967340,22.2,34.4
1624967280,22.4,34.0
1624967220,22.4,34.1
1624967160,22.5,33.4
1624967100,22.9,35.3
1624967040,22.5,33.7
1624966980,22.9,35.2
1624966920,23.1,36.1
1624966860,22.8,36.8
1624966800,23.4,40.1
1624966740,23.3,39.2
1624966680,23.2,38.3
1624966620,22.4,33.9
1624966560,22.5,34.8
1624966500,22.6,34.5
1624966440,23.1,35.9
1624966380,23.0,34.5
1624966320,23.1,35.7
1624966260,23.0,34.6
1624966200,23.1,38.4
1624966140,23.1,35.2
1624966080,22.7,34.1
1624966020,23.3,38.6
1624965960,23.2,39.0
1624965900,23.1,38.4
1624965840,22.5,33.6
1624965780,22.5,35.0
1624965720,22.8,33.7
1624965660,22.7,33.0
1624965600,22.8,35.2
1624965540,22.9,36.7
1624965480,23.0,37.5
1624965420,22.5,32.9
1624965360,23.0,33.7
1624965300,22.7,32.9
1624965240,23.0,34.1
1624965180,22.7,33.9
1624965120,23.0,34.2
1624965060,23.1,33.6
1624965000,23.0,34.7
1624964940,23.4,33.6
1624964880,22.8,34.6
1624964820,23.3,38.6
1624964760,23.1,38.6
1624964700,22.9,38.3
1625050560,21.5,33.9
1625050500,21.5,34.2
1625050440,21.5,34.1
1625050380,21.5,34.5
1625050320,21.5,34.0
1625050260,21.4,34.0
1625050200,21.4,34.1
1625050140,21.4,34.4
1625050080,21.4,34.5
1625050020,21.4,34.6
1625049960,21.4,34.2
1625049900,21.4,33.5
1625049840,21.5,33.5
1625049780,21.5,34.1
1625049720,21.6,33.9
1625049660,21.6,34.0
1625049600,21.5,33.4
1625049540,21.5,33.9
1625049480,21.6,33.7
1625049420,21.9,34.6
1625049360,21.9,35.3
1625049300,21.4,34.1
1625049240,21.6,34.2
1625049180,21.3,34.5
1625049120,21.3,34.6
1625049060,21.4,35.0
1625049000,21.3,35.1
1625048940,21.3,35.1
1625048880,21.2,34.8
1625048820,21.3,35.3
1625048760,21.3,34.8
1625048700,21.3,35.2
1625048640,21.3,34.6
1625048580,21.3,35.6
1625048520,21.3,34.8
1625048460,21.3,34.8
1625048400,21.3,34.7
1625048340,21.3,35.2
1625048280,21.3,34.8
1625048220,21.3,35.2
1625048160,21.3,35.0
1625048100,21.3,34.5
1625048040,21.3,35.5
1625047980,21.3,35.3
1625047920,21.3,34.6
1625047860,21.4,35.3
1625047800,21.4,35.1
1625047740,21.3,34.5
1625047680,21.5,33.6
1625047620,21.5,33.0
1625047560,22.0,34.0
1625047500,21.6,33.5
1625047440,21.7,32.9
1625047380,22.0,32.9
1625047320,22.3,32.9
1625047260,23.7,36.1
1625047200,23.6,35.7
1625047140,23.4,38.7
1625047080,23.2,39.5
1625047020,22.9,41.8
1625046960,22.7,47.4
1625046900,21.3,35.2
1625046840,21.1,33.6
1625046780,21.1,34.8
1625046720,21.2,34.7
1625046660,21.2,34.7
1625046600,21.2,34.7
1625046540,21.1,34.8
1625046480,21.2,35.0
1625046420,21.2,35.0
1625046360,21.1,34.8
1625046300,21.1,34.5
1625046240,21.1,33.9
1625046180,21.1,34.0
1625046120,21.1,34.2
1625046060,21.1,34.6
1625046000,21.1,34.2
1625045940,21.1,34.5
1625045880,21.1,34.5
1625045820,21.0,34.4
1625045760,21.1,35.0
1625045700,21.1,34.4
1625045640,21.0,34.0
1625045580,21.0,33.9
1625045520,21.0,33.9
1625045460,21.0,34.1
1625045400,21.0,34.0
1625045340,21.0,34.4
1625045280,21.0,34.6
1625045220,21.0,34.8
1625045160,21.0,34.7
1625045100,21.1,34.4
1625045040,21.1,34.7
1625044980,21.0,34.4
1625044920,21.0,34.1
1625044860,21.0,34.4
1625044800,21.0,34.0
1625044740,21.0,34.0
1625044680,21.1,33.9
1625044620,21.0,33.4
1625044560,21.0,34.1
1625044500,21.1,34.1
1625044440,21.1,34.0
1625044380,21.1,33.4
1625044320,21.1,32.4
1625044260,21.1,33.4
1625044200,21.2,32.9
1625044140,21.2,33.3
1625044080,21.2,32.6
1625044020,21.4,31.8
1625043960,21.4,31.8
1625043900,21.6,31.5
1625043840,21.8,30.5
1625043780,22.1,30.5
1625043720,22.5,30.8
1625043660,23.1,31.2
1625043600,23.9,36.2
1625043540,24.5,43.7
1625043480,24.1,37.6
1625043420,24.0,43.9
1625043360,24.1,43.9
1625043300,23.4,33.6
1625043240,23.9,42.0
1625043180,23.7,40.7
1625043120,23.4,34.5
1625043060,23.5,34.0
1625043000,22.8,32.2
1625042940,22.8,31.7
1625042880,22.9,32.3
1625042820,22.8,32.9
1625042760,22.9,30.8
1625042700,22.9,31.2
1625042640,23.1,31.3
1625042580,23.2,30.8
1625042520,23.3,31.9
1625042460,23.4,31.2
1625042400,23.6,30.9
1625042340,23.7,31.1
1625042280,24.0,34.2
1625042220,24.4,39.6
1625042160,24.9,41.6
1625042100,25.0,42.9
1625042040,25.4,45.0
1625041980,25.5,45.1
1625041920,25.4,44.5
1625041860,25.4,45.3
1625041800,25.3,45.2
1625041740,25.3,44.8
1625041680,25.2,44.2
1625041620,25.2,46.1
1625041560,25.1,47.4
1625041500,25.0,46.9
1625041440,25.0,46.6
1625041380,24.6,41.7
1625041320,24.5,40.1
1625041260,24.4,40.2
1625041200,24.1,37.8
1625041140,24.4,38.7
1625041080,24.6,42.5
1625041020,24.4,40.7
1625040960,24.6,40.3
1625040900,24.6,42.2
1625040840,24.7,41.9
1625040780,24.5,42.5
1625040720,24.6,40.8
1625040660,24.6,41.8
1625040600,24.6,40.6
1625040540,24.7,39.6
1625040480,24.6,40.3
1625040420,24.7,40.6
1625040360,24.5,39.7
1625040300,24.6,40.7
1625040240,24.6,39.7
1625040180,24.7,40.6
1625040120,24.7,42.5
1625040060,24.7,41.9
1625040000,24.6,42.3
1625039940,24.6,42.5
1625039880,24.7,39.8
1625039820,24.7,40.6
1625039760,24.5,39.7
1625039700,24.7,39.8
1625039640,24.6,39.8
1625039580,24.6,40.0
1625039520,24.7,40.5
1625039460,24.6,39.7
1625039400,24.6,40.3
1625039340,24.6,40.8
1625039280,24.5,40.8
1625039220,24.7,39.6
1625039160,24.6,40.0
1625039100,24.5,40.2
1625039040,24.6,40.0
1625038980,24.6,40.0
1625038920,24.6,39.7
1625038860,24.6,40.3
1625038800,24.6,40.2
1625038740,24.6,41.1
1625038680,24.4,41.4
1625038620,24.7,41.8
1625038560,24.6,40.1
1625038500,24.6,40.3
1625038440,24.6,41.9
1625038380,24.3,42.2
1625038320,24.5,40.6
1625038260,24.6,40.5
1625038200,24.5,40.7
1625038140,24.2,40.7
1625038080,24.6,41.7
1625038020,24.6,41.8
1625037960,24.7,42.2
1625037900,24.7,43.7
1625037840,24.7,41.9
1625037780,24.7,41.6
1625037720,24.6,42.9
1625037660,24.6,43.3
1625037600,24.5,43.4
1625037540,24.6,42.3
1625037480,24.6,43.1
1625037420,24.6,41.7
1625037360,24.6,43.1
1625037300,24.4,43.9
1625037240,24.5,43.1
1625037180,24.6,43.1
1625037120,24.5,40.8
1625037060,24.4,41.7
1625037000,24.5,43.9
1625036940,24.2,43.5
1625036880,24.6,44.4
1625036820,24.5,41.3
1625036760,24.4,43.0
1625036700,24.5,43.4
1625036640,24.5,42.0
1625036580,24.4,42.5
1625036520,24.4,43.4
1625036460,24.4,42.7
1625036400,24.4,42.5
1625036340,24.5,42.4
1625036280,24.3,43.1
1625036220,23.9,44.2
1625036160,24.5,44.0
1625036100,24.3,44.0
1625036040,24.2,44.0
1625035980,24.5,45.3
1625035920,24.5,43.7
1625035860,24.5,45.3
1625035800,24.3,44.1
1625035740,24.2,42.4
1625035680,24.4,42.9
1625035620,24.3,42.2
1625035560,24.3,42.9
1625035500,24.1,44.4
1625035440,24.3,42.3
1625035380,24.3,42.8
1625035320,24.2,43.6
1625035260,24.2,44.1
1625035200,24.3,43.7
1625035140,24.3,43.6
1625035080,24.2,44.4
1625035020,24.1,44.4
1625034960,24.2,44.1
1625034900,24.1,43.6
1625034840,23.8,43.4
1625034780,24.0,45.0
1625034720,23.9,44.0
1625034660,24.0,44.6
1625034600,23.8,44.1
1625034540,23.7,43.9
1625034480,23.2,40.7
1625034420,23.5,43.6
1625034360,23.7,44.6
1625034300,23.3,46.1
1625034240,23.5,46.2
1625034180,23.3,45.5
1625034120,22.6,43.4
1625034060,22.3,42.7
1625034000,22.4,42.5
1625033940,22.1,41.8
1625033880,22.5,43.3
1625033820,22.8,45.8
1625033760,23.1,46.7
1625033700,23.0,46.4
1625033640,22.5,45.6
1625033580,22.2,43.9
